syrian_bear,brown_bear
yak,ox
asian_wild_ox,ox
banteng,ox
aurochs,ox
withers,ox
wood_rabbit,rabbit
bunny,rabbit
european_rabbit,rabbit
belgian_hare,rabbit
lapin,rabbit
angora,rabbit
rabbit_ears,rabbit
scut,rabbit
carina_fornicis,fornix
mons,adipose_tissue
spare_tire,adipose_tissue
belly,adipose_tissue
cellulite,adipose_tissue
flab,adipose_tissue
atheroma,adipose_tissue
atrioventricular_bundle,cardiac_muscle
purkinje_network,cardiac_muscle
papillary_muscle,cardiac_muscle
pacemaker,cardiac_muscle
myocardium,cardiac_muscle
atrioventricular_node,cardiac_muscle
purkinje_fiber,cardiac_muscle
red_phalarope,phalarope
wilson's_phalarope,phalarope
northern_phalarope,phalarope
tortoiseshell,nymphalid
fritillary,nymphalid
admiral,nymphalid
banded_purple,nymphalid
peacock,nymphalid
red-spotted_purple,nymphalid
red_admiral,nymphalid
painted_beauty,nymphalid
mourning_cloak,nymphalid
emperor_butterfly,nymphalid
white_admiral,nymphalid
rhea,ratite
kiwi,ratite
emu,ratite
elephant_bird,ratite
rhea,ratite
ostrich,ratite
moa,ratite
golden_hamster,hamster
eurasian_hamster,hamster
black-necked_stilt,stilt
white-headed_stilt,stilt
black-winged_stilt,stilt
dolphin,toothed_whale
pygmy_sperm_whale,toothed_whale
sperm_whale,toothed_whale
beaked_whale,toothed_whale
dwarf_sperm_whale,toothed_whale
chicken,poultry
goose,poultry
squab,poultry
duck,poultry
turkey,poultry
rock_cornish_hen,poultry
kudu,antelope
addax,antelope
bongo,antelope
blackbuck,antelope
waterbuck,antelope
eland,antelope
impala,antelope
gnu,antelope
harnessed_antelope,antelope
gerenuk,antelope
sassaby,antelope
sable_antelope,antelope
hartebeest,antelope
saiga,antelope
puku,antelope
oryx,antelope
gazelle,antelope
jird,gerbil
tamarisk_gerbil,gerbil
dodo,columbiform_bird
sandgrouse,columbiform_bird
pigeon,columbiform_bird
swift,apodiform_bird
hummingbird,apodiform_bird
brow,feature
cheek,feature
temple,feature
chin,feature
jowl,feature
jaw,feature
homocercal_fin,tail_fin
heterocercal_fin,tail_fin
occiput,human_head
countenance,human_head
sinciput,human_head
pate,human_head
scalp,human_head
bullethead,human_head
attic,human_head
prepuce,clitoris
glans_clitoridis,clitoris
rock_gunnel,gunnel
pallidum,basal_ganglion
putamen,basal_ganglion
lenticular_nucleus,basal_ganglion
corpus_striatum,basal_ganglion
claustrum,basal_ganglion
amygdala,basal_ganglion
thumbnail,fingernail
snout,muzzle
whiting,gadoid
pollack,gadoid
cusk,gadoid
ling,gadoid
hake,gadoid
cod,gadoid
haddock,gadoid
panther,leopard
leopardess,leopard
mesentery,peritoneum
omentum,peritoneum
game_bird,game
big_game,game
dusky-footed_woodrat,packrat
true_marmoset,marmoset
tamarin,marmoset
pygmy_marmoset,marmoset
borzoi,wolfhound
protective_fold,flap
cusp,flap
uvula,flap
soft_palate,flap
woolly_bear_moth,woolly_bear
gladiolus,sternum
manubrium,sternum
patent_ductus_arteriosus,ductus_arteriosus
hoof,ungulate
dinocerate,ungulate
even-toed_ungulate,ungulate
odd-toed_ungulate,ungulate
cannon,ungulate
hock,ungulate
shark,elasmobranch
ray,elasmobranch
tibetan_mastiff,mastiff
harvestman,arachnid
whip-scorpion,arachnid
spider,arachnid
false_scorpion,arachnid
scorpion,arachnid
acarine,arachnid
wisdom_tooth,molar
bowhead,baleen_whale
right_whale,baleen_whale
blue_whale,baleen_whale
grey_whale,baleen_whale
rorqual,baleen_whale
humpback,baleen_whale
acetabulum,hipbone
mustachio,mustache
soup-strainer,mustache
walrus_mustache,mustache
bluefin,tuna
albacore,tuna
tuna,tuna
yellowfin,tuna
femoral_nerve,spinal_nerve
thoracic_nerve,spinal_nerve
dorsal_root,spinal_nerve
coccygeal_nerve,spinal_nerve
phrenic_nerve,spinal_nerve
lumbar_nerve,spinal_nerve
cervical_nerve,spinal_nerve
ventral_root,spinal_nerve
pacific_bottlenose_dolphin,bottlenose_dolphin
atlantic_bottlenose_dolphin,bottlenose_dolphin
vermis,cerebellum
cerebellar_artery,cerebellum
cerebellar_hemisphere,cerebellum
dentate_nucleus,cerebellum
pearly_razorfish,razor_fish
false_saber-toothed_tiger,saber-toothed_tiger
smiledon_californicus,saber-toothed_tiger
endometrium,mucous_membrane
conjunctiva,mucous_membrane
hymen,mucous_membrane
jewfish,grouper
hind,grouper
grouper,grouper
coney,grouper
poll,cow
springer,cow
heifer,cow
cere,beak
common_booklouse,booklouse
adelgid,plant_louse
oak_blight,plant_louse
grape_louse,plant_louse
jumping_plant_louse,plant_louse
aphid,plant_louse
blue_crab,crab
soft-shell_crab,crab
alaska_king_crab,crab
dungeness_crab,crab
stone_crab,crab
crab_legs,crab
barrow's_goldeneye,goldeneye
lingcod,lingcod
eastern_fence_lizard,fence_lizard
western_fence_lizard,fence_lizard
squilla,mantis_shrimp
megakaryocyte,bone_cell
osteocyte,bone_cell
osteoclast,bone_cell
tufted_titmouse,titmouse
bushtit,titmouse
verdin,titmouse
blue_tit,titmouse
wren-tit,titmouse
chickadee,titmouse
giant_cockroach,cockroach
american_cockroach,cockroach
australian_cockroach,cockroach
german_cockroach,cockroach
oriental_cockroach,cockroach
lemon_sole,winter_flounder
medial_condyle,femur
lateral_condyle,femur
searcher,calosoma
endoderm,germ_layer
mesoderm,germ_layer
ectoderm,germ_layer
coondog,coonhound
black-and-tan_coonhound,coonhound
archenteron,gastrula
pill_bug,woodlouse
herring,herring
atlantic_herring,herring
pacific_herring,herring
pot,belly
eider,sea_duck
old_squaw,sea_duck
merganser,sea_duck
scoter,sea_duck
thrips,thysanopter
stylet,tardigrade
yellowtail_flounder,yellowtail_flounder
cynopterus_sphinx,fruit_bat
harpy,fruit_bat
pteropus_capestratus,fruit_bat
pteropus_hypomelanus,fruit_bat
flying_fox,fruit_bat
shelduck,sheldrake
bear_cub,cub
tiger_cub,cub
huitre,oyster
bluepoint,oyster
japanese_oyster,oyster
virginia_oyster,oyster
window_oyster,oyster
pearl_oyster,oyster
horned_whiff,whiff
colt,male
male_horse,male
bullock,male
cephalochordate,chordate
tunicate,chordate
vertebrate,chordate
staffordshire_bullterrier,bullterrier
american_staffordshire_terrier,bullterrier
common_zebra,zebra
mountain_zebra,zebra
grevy's_zebra,zebra
primary,flight_feather
tail_feather,flight_feather
tailorbird,old_world_warbler
wood_warbler,old_world_warbler
wren_warbler,old_world_warbler
blackcap,old_world_warbler
sedge_warbler,old_world_warbler
rainbow_seaperch,surfperch
ridgeling,colt
meniscus,cartilage
hyaline_cartilage,cartilage
fibrocartilage,cartilage
matrix,cartilage
arytenoid,cartilage
collagen,cartilage
thyroid_cartilage,cartilage
chimney_swift,swift
swiftlet,swift
european_swift,swift
cicada_killer,digger_wasp
golden_oriole,old_world_oriole
fig-bird,old_world_oriole
end-plate,effector
european_house_cricket,cricket
tree_cricket,cricket
field_cricket,cricket
mole_cricket,cricket
giant_eland,eland
common_eland,eland
mane,homo
homo_soloensis,homo
human_head,homo
rhodesian_man,homo
face,homo
homo_erectus,homo
homo_habilis,homo
homo_sapiens,homo
arm,homo
human_body,homo
world,homo
foot,homo
hand,homo
loin,homo
neandertal_man,homo
monoplane_flying_fish,flying_fish
biplane_flying_fish,flying_fish
blue_fox,arctic_fox
pocket_mouse,pocket_rat
gopher,pocket_rat
kangaroo_rat,pocket_rat
kangaroo_mouse,pocket_rat
penguin,sphenisciform_seabird
nerve_ending,axon
subclavian_artery,clavicle
beluga_caviar,beluga
tusk,wild_boar
native_cat,dasyure
eastern_dasyure,dasyure
effector,nerve_fiber
medullated_nerve_fiber,nerve_fiber
sensory_fiber,nerve_fiber
neurolemma,nerve_fiber
motor_fiber,nerve_fiber
dendrite,nerve_fiber
axon,nerve_fiber
porgy,sea_bream
atlantic_sea_bream,sea_bream
bream,sea_bream
pomfret,sea_bream
black_bream,sea_bream
banded_gecko,gecko
flying_gecko,gecko
gonion,lower_jaw
coronoid_process_of_the_mandible,lower_jaw
pogonion,lower_jaw
mandibular_notch,lower_jaw
architeuthis,squid
squid,squid
hyphantria_cunea,webworm_moth
loxostege_similalis,webworm_moth
chalcis_fly,chalcid_fly
velvet_ant,wasp
vespid,wasp
sphecoid_wasp,wasp
gall_wasp,wasp
mountain_skink,skink
western_skink,skink
lacrimal_bone,eye_socket
nictitating_membrane,protective_fold
eyelid,protective_fold
monarch,danaid
wishbone,furcula
red_snapper,snapper
mutton_snapper,snapper
schoolmaster,snapper
snapper,snapper
grey_snapper,snapper
yellowtail,snapper
red_snapper,snapper
pacific_ridley,ridley
atlantic_ridley,ridley
long-clawed_prawn,prawn
cardigan,corgi
pembroke,corgi
baya,weaver
grassfinch,weaver
java_sparrow,weaver
avadavat,weaver
whydah,weaver
citrus_whitefly,whitefly
greenhouse_whitefly,whitefly
sweet-potato_whitefly,whitefly
chigoe,flea
sticktight,flea
dog_flea,flea
cat_flea,flea
petrel,pelagic_bird
albatross,pelagic_bird
diving_petrel,pelagic_bird
cynocephalus_variegatus,flying_lemur
meadow_pipit,pipit
spiny_dogfish,dogfish
smooth_dogfish,dogfish
european_smelt,sparling
hypophyseal_stalk,infundibulum
domestic_carp,carp
lens_capsule,lens
lens_cortex,lens
american_mastodon,mastodon
nerve_pathway,white_matter
fibrous_astrocyte,white_matter
blastula,embryo
umbilical_cord,embryo
morula,embryo
gastrula,embryo
water_shrew,shrew
short-tailed_shrew,shrew
common_shrew,shrew
least_shrew,shrew
masked_shrew,shrew
corythosaur,hadrosaur
trachodon,hadrosaur
anatotitan,hadrosaur
edmontosaurus,hadrosaur
characin,cypriniform_fish
electric_eel,cypriniform_fish
cyprinodont,cypriniform_fish
loach,cypriniform_fish
cyprinid,cypriniform_fish
topminnow,cypriniform_fish
catostomid,cypriniform_fish
blue_crab,blue_crab
blue_point_siamese,siamese_cat
domestic_pigeon,pigeon
dove,pigeon
squab,pigeon
passenger_pigeon,pigeon
rock_dove,pigeon
decidua,epithelium
epithelial_cell,epithelium
endothelium,epithelium
adrenal_medulla,medulla
viviparous_eelpout,eelpout
ocean_pout,eelpout
fish_doctor,eelpout
spittle_insect,homopterous_insect
whitefly,homopterous_insect
plant_louse,homopterous_insect
cicada,homopterous_insect
plant_hopper,homopterous_insect
leafhopper,homopterous_insect
coccid_insect,homopterous_insect
glowworm,firefly
choroid,eye
lacrimal_vein,eye
ciliary_body,eye
nictitating_membrane,eye
retina,eye
oculus_dexter,eye
lacrimal_apparatus,eye
sclera,eye
epicanthus,eye
central_artery_of_the_retina,eye
uveoscleral_pathway,eye
lens,eye
eyeball,eye
uvea,eye
pupillary_sphincter,eye
oculus_sinister,eye
ocular_muscle,eye
canthus,eye
naked_eye,eye
iris,eye
conjunctiva,eye
cornea,eye
eyelid,eye
simple_eye,eye
aperture,eye
compound_eye,eye
lacrimal_artery,eye
medial_rectus_muscle,ocular_muscle
abducens_muscle,ocular_muscle
superior_rectus_muscle,ocular_muscle
inferior_rectus_muscle,ocular_muscle
oligodendrocyte,oligodendroglia
python,boa
rubber_boa,boa
rosy_boa,boa
boa_constrictor,boa
anaconda,boa
common_yellowthroat,yellowthroat
black_fox,red_fox
horn,ram
jacksmelt,silversides
banana_quit,honeycreeper
male_horse,horse
workhorse,horse
mare,horse
pony,horse
stablemate,horse
pony,horse
stalking-horse,horse
palomino,horse
pacer,horse
roan,horse
post_horse,horse
encolure,horse
gaskin,horse
chestnut,horse
polo_pony,horse
poll,horse
mesohippus,horse
sorrel,horse
bay,horse
withers,horse
hack,horse
hack,horse
horseback,horse
protohippus,horse
harness_horse,horse
racehorse,horse
gee-gee,horse
wild_horse,horse
liver_chestnut,horse
saddle_horse,horse
pinto,horse
horse's_foot,horse
sea_pen,anthozoan
sea_anemone,anthozoan
coral,anthozoan
triquetral,carpal_bone
capitate,carpal_bone
hamate,carpal_bone
trapezoid,carpal_bone
scaphoid_bone,carpal_bone
lunate_bone,carpal_bone
trapezium,carpal_bone
testis,male_genitalia
scrotum,male_genitalia
male_reproductive_gland,male_genitalia
penis,male_genitalia
beroe,ctenophore
venus's_girdle,ctenophore
comb,ctenophore
ctene,ctenophore
platyctenean,ctenophore
arboreal_salamander,climbing_salamander
roebuck,roe_deer
greater_omentum,omentum
lesser_omentum,omentum
birch_leaf_miner,sawfly
przewalski's_horse,wild_horse
tarpan,wild_horse
bosom,breast
lactiferous_duct,breast
areola,breast
song_sparrow,new_world_sparrow
white-throated_sparrow,new_world_sparrow
tree_sparrow,new_world_sparrow
swamp_sparrow,new_world_sparrow
white-crowned_sparrow,new_world_sparrow
vesper_sparrow,new_world_sparrow
field_sparrow,new_world_sparrow
chipping_sparrow,new_world_sparrow
australian_sea_lion,sea_lion
steller_sea_lion,sea_lion
south_american_sea_lion,sea_lion
california_sea_lion,sea_lion
tastebud,palate
hard_palate,palate
soft_palate,palate
rat_kangaroo,kangaroo
musk_kangaroo,kangaroo
giant_kangaroo,kangaroo
wallaby,kangaroo
turtledove,dove
australian_turtledove,dove
mourning_dove,dove
army_cutworm,cutworm
blue_shark,requiem_shark
sandbar_shark,requiem_shark
blacktip_shark,requiem_shark
whitetip_shark,requiem_shark
dusky_shark,requiem_shark
tiger_shark,requiem_shark
lemon_shark,requiem_shark
wool,coat
fur,coat
lateral_geniculate_body,geniculate_body
medial_geniculate_body,geniculate_body
optic_radiation,nerve_pathway
commissure,nerve_pathway
seattle_slew,thoroughbred
affirmed,thoroughbred
secretariat,thoroughbred
assault,thoroughbred
war_admiral,thoroughbred
sir_barton,thoroughbred
whirlaway,thoroughbred
citation,thoroughbred
omaha,thoroughbred
count_fleet,thoroughbred
rudapithecus,dryopithecine
cro-magnon,homo_sapiens
homo_sapiens_sapiens,homo_sapiens
oven_stuffer,roaster
medial_condyle,condyle
lateral_condyle,condyle
riflebird,bird_of_paradise
ivory,tusk
dealfish,ribbonfish
mammoth,elephant
tusk,elephant
gomphothere,elephant
african_elephant,elephant
indian_elephant,elephant
proboscis,elephant
rogue_elephant,elephant
silver_perch,drum
jackknife-fish,drum
striped_drum,drum
red_drum,drum
bighorn,mountain_sheep
mouflon,mountain_sheep
greenfly,aphid
ant_cow,aphid
woolly_aphid,aphid
apple_aphid,aphid
cabbage_butterfly,pierid
lumpsucker,lumpfish
false_vampire,leafnose_bat
spearnose_bat,leafnose_bat
horseshoe_bat,leafnose_bat
horseshoe_bat,leafnose_bat
phyllostomus_hastatus,leafnose_bat
hognose_bat,leafnose_bat
mexican_bean_beetle,ladybug
hippodamia_convergens,ladybug
vedalia,ladybug
two-spotted_ladybug,ladybug
spongioblast,columnar_cell
quetzal,trogon
flank_steak,flank
sheepshead,sparid
snapper,sparid
pinfish,sparid
deltoid_tuberosity,humerus
left_hemisphere,hemisphere
sphenoid_fontanelle,fontanelle
anterior_fontanelle,fontanelle
american_harvest_mouse,new_world_mouse
manakin,tyrannid
woodhewer,tyrannid
pitta,tyrannid
new_world_flycatcher,tyrannid
ovenbird,tyrannid
antbird,tyrannid
hydathode,stoma
lenticel,stoma
pars_distilis,anterior_pituitary
opsin,visual_purple
alaska_king_crab,king_crab
mesenchyme,mesoderm
chordamesoderm,mesoderm
atlantic_salmon,atlantic_salmon
landlocked_salmon,atlantic_salmon
largemouth,black_bass
smallmouth,black_bass
kentucky_black_bass,black_bass
salt_cod,cod
scrod,cod
burbot,cod
atlantic_cod,cod
pacific_cod,cod
codling,cod
larid,coastal_diving_bird
skimmer,coastal_diving_bird
jaeger,coastal_diving_bird
hooded_skunk,skunk
striped_skunk,skunk
hog-nosed_skunk,skunk
conodont,jawless_vertebrate
lamprey,jawless_vertebrate
heterostracan,jawless_vertebrate
hagfish,jawless_vertebrate
ostracoderm,jawless_vertebrate
osteostracan,jawless_vertebrate
anaspid,jawless_vertebrate
tooth_socket,socket
acetabulum,socket
terrier,hunting_dog
rhodesian_ridgeback,hunting_dog
sporting_dog,hunting_dog
hound,hunting_dog
courser,hunting_dog
dachshund,hunting_dog
sucker,catostomid
blenheim_spaniel,english_toy_spaniel
yellow_perch,perch
pike-perch,perch
european_perch,perch
snail_darter,perch
sea_trout,brown_trout
sea_trout,brown_trout
rambouillet,domestic_sheep
broadtail,domestic_sheep
cotswold,domestic_sheep
exmoor,domestic_sheep
hampshire,domestic_sheep
lamb,domestic_sheep
longwool,domestic_sheep
merino,domestic_sheep
cheviot,domestic_sheep
lincoln,domestic_sheep
ground_roller,roller
sublingual_gland,salivary_gland
submaxillary_gland,salivary_gland
saliva,salivary_gland
little_chief_hare,pika
collared_pika,pika
tetrodotoxin,blowfish
fugu,blowfish
earthworm,oligochaete
burro,domestic_ass
moke,domestic_ass
soft-shell_clam,clam
quahaug,clam
mediterranean_anchovy,anchovy
hairy-legged_vampire_bat,vampire_bat
red_marrow,marrow
yellow_marrow,marrow
redfin_pickerel,pickerel
chain_pickerel,pickerel
larvacean,tunicate
doliolum,tunicate
ascidian,tunicate
appendicularia,tunicate
salp,tunicate
citrus_mealybug,mealybug
comstock_mealybug,mealybug
corncrake,crake
spotted_crake,crake
river_prawn,long-clawed_prawn
sea_scallop,sea_scallop
diamondback_terrapin,terrapin
greater_whitethroat,warbler
new_world_warbler,warbler
kinglet,warbler
old_world_warbler,warbler
gnatcatcher,warbler
lesser_whitethroat,warbler
meerkat,viverrine
mongoose,viverrine
genet,viverrine
civet,viverrine
cannon_bone,cannon
shire,draft_horse
clydesdale,draft_horse
coach_horse,draft_horse
carthorse,draft_horse
wheel_horse,draft_horse
coelacanth,crossopterygian
hair_cell,organ_of_corti
kippered_salmon,salmon
silver_salmon,salmon
chinook_salmon,salmon
smoked_salmon,salmon
atlantic_salmon,salmon
red_salmon,salmon
epidermal_cell,skin_cell
prickle_cell,skin_cell
blackmouth_bass,sea_bass
sea_bass,sea_bass
stone_bass,sea_bass
striped_bass,sea_bass
belted_sandfish,sea_bass
black_sea_bass,sea_bass
grouper,sea_bass
lemniscus,sensory_nerve
sensory_fiber,sensory_nerve
dorsal_root,sensory_nerve
sensory_neuron,sensory_nerve
little_toe,toe
big_toe,toe
tiptoe,toe
toenail,toe
hammertoe,toe
sea_bass,serranid_fish
soapfish,serranid_fish
cocker_spaniel,spaniel
water_spaniel,spaniel
springer_spaniel,spaniel
brittany_spaniel,spaniel
clumber,spaniel
field_spaniel,spaniel
sussex_spaniel,spaniel
clark's_nutcracker,nutcracker
common_nutcracker,nutcracker
eastern_cottontail,wood_rabbit
marsh_hare,wood_rabbit
rabbit,wood_rabbit
heron,wading_bird
crested_cariama,wading_bird
trumpeter,wading_bird
bustard,wading_bird
spoonbill,wading_bird
stork,wading_bird
ibis,wading_bird
limpkin,wading_bird
button_quail,wading_bird
flamingo,wading_bird
rail,wading_bird
ortygan,wading_bird
shoebill,wading_bird
crane,wading_bird
shorebird,wading_bird
dewlap,skin
free_nerve_ending,skin
macule,skin
skin_graft,skin
buff,skin
hangnail,skin
thick_skin,skin
liver_spot,skin
epidermis,skin
skin_cell,skin
melanin,skin
sweat_gland,skin
prepuce,skin
prepuce,skin
cuticle,skin
whitehead,skin
wrinkle,skin
scab,skin
pressure_point,skin
blackhead,skin
scalp,skin
investment,skin
pore,skin
subthalamic_nucleus,subthalamus
elbow,foreleg
acorn_barnacle,barnacle
goose_barnacle,barnacle
astrocyte,astroglia
ray,fin
dorsal_fin,fin
tail_fin,fin
pectoral_fin,fin
pelvic_fin,fin
owl,bird_of_prey
hawk,bird_of_prey
accipitriformes,bird_of_prey
eagle,bird_of_prey
vulture,bird_of_prey
mackerel,common_mackerel
fatback,salt_pork
sowbelly,salt_pork
mink,musteline_mammal
glutton,musteline_mammal
ratel,musteline_mammal
sea_otter,musteline_mammal
otter,musteline_mammal
tayra,musteline_mammal
grison,musteline_mammal
polecat,musteline_mammal
black-footed_ferret,musteline_mammal
weasel,musteline_mammal
skunk,musteline_mammal
wolverine,musteline_mammal
marten,musteline_mammal
badger,musteline_mammal
inferior_alveolar_artery,alveolar_artery
superior_alveolar_artery,alveolar_artery
hard_palate,upper_jaw
intermaxillary_suture,upper_jaw
greyback,dowitcher
red-breasted_snipe,dowitcher
largemouth_bass,freshwater_bass
smallmouth_bass,freshwater_bass
freshwater_bass,freshwater_bass
ice_bear,bear
bruin,bear
american_black_bear,bear
bear_cub,bear
asiatic_black_bear,bear
sloth_bear,bear
brown_bear,bear
neural_tube,ectoderm
blue-headed_vireo,vireo
red-eyed_vireo,vireo
indigo_bunting,bunting
yellowhammer,bunting
yellow-breasted_bunting,bunting
reed_bunting,bunting
snow_bunting,bunting
gila_monster,venomous_lizard
beaded_lizard,venomous_lizard
cementum,root
golden_retriever,retriever
curly-coated_retriever,retriever
chesapeake_bay_retriever,retriever
labrador_retriever,retriever
barbu,threadfin
caddisworm,caseworm
temporal_gyrus,temporal_lobe
amygdala,temporal_lobe
adult_body,human_body
female_body,human_body
person,human_body
juvenile_body,human_body
male_body,human_body
vasa_efferentia,epididymis
lenticular_nucleus,corpus_striatum
spanish_fly,blister_beetle
oil_beetle,blister_beetle
apatosaur,sauropod
barosaur,sauropod
zygomatic_process,cheekbone
zygoma,cheekbone
jugale,cheekbone
goldeneye,green_lacewing
andean_condor,condor
pars_intermedia,posterior_pituitary
muzzle,head
ear,head
temple,head
human_head,head
face,head
skull,head
brain,head
plague_spot,macule
liver_spot,macule
iliac_artery,ilium
sharp-tailed_grouse,grouse
prairie_chicken,grouse
capercaillie,grouse
black_grouse,grouse
ptarmigan,grouse
grouse,grouse
thin-shelled_mussel,freshwater_mussel
balloonfish,spiny_puffer
